равняются,rɐvnʲæjʊt͡sə
усыплялось,ʊsɨplʲaɫəsʲ
стирательный,sʲtʲɪratʲɪlʲnɨj
вскочи,fskɐt͡ɕi
лепится,lʲepʲɪt͡sə
бункеров,bunkʲɪrəf
западноазиатка,zapədnɐɐzʲɪatkə
общительным,ɐpɕːitʲɪlʲnɨm
обгоняла,ɐbɡɐnʲaɫə
засыплешь,zɐsɨplʲɪʂ
радиоаппарату,radʲɪɐɐpɐratʊ
синглами,sʲinɡɫəmʲɪ
жнивьев,ʐnʲiv⁽ʲ⁾jɪf
ух,ux
застиравший,zəsʲtʲɪrafʂɨj
умалчиваешь,ʊmaɫt͡ɕɪvəjɪʂ
мурою,mʊrojʊ
пристроек,prʲɪstrojɪk
баллотирую,bəɫɐtʲirʊjʊ
зальётесь,zɐlʲjɵtʲɪsʲ
пелерину,pʲɪlʲɪrʲinʊ
помялся,pɐmʲaɫs⁽ʲ⁾ə
вёзся,vʲɵsʲːə
метеорах,mʲɪtʲɪorəx
несостыковкой,nʲɪsəstɨkofkəj
огорчитесь,ɐɡɐrt͡ɕitʲɪsʲ
обыскало,ɐbɨskaɫə
энергоносителе,ɪnɛrɡənɐsʲitʲɪlʲe
выпеканием,vɨpʲɪkanʲɪjɪm
расщепила,rəɕːɪpʲiɫə
преобразуюсь,prʲɪəbrɐzujʉsʲ
запевайте,zəpʲɪvajtʲe
обознаюсь,ɐbɐznajʉsʲ
булькавши,bulʲkəfʂɨ
желчна,ʐɛɫt͡ɕnə
делавшийся,dʲeɫəfʂɨjsʲə
заболеваниям,zəbəlʲɪvanʲɪjəm
соучастнице,səʊt͡ɕæsʲnʲɪt͡sɨ
бастионы,bəsʲtʲɪonɨ
разрастались,rəzrɐstalʲɪsʲ
предубеждённый,prʲɪdʊbʲɪʐdʲɵnːɨj
приватизировав,prʲɪvətʲɪzʲirəvəf
спикерах,spʲikʲɪrəx
подгузнику,pɐdɡuzʲnʲɪkʊ
принадлежит,prʲɪnədlʲɪʐɨt
появлялся,pəjɪvlʲaɫs⁽ʲ⁾ə
грузовичок,ɡrʊzəvʲɪt͡ɕɵk
вихрей,vʲixrʲɪj
коммивояжёра,komʲɪvəjɪʐorə
спиртным,spʲɪrtnɨm
соплями,sɐplʲæmʲɪ
балде,bɐɫdʲe
трамплину,trɐmplʲinʊ
сверливши,svʲɪrlʲifʂɨ
раскалывайте,rɐskaɫɨvəjtʲe
подобали,pədɐbalʲɪ
выдавливаешь,vɨdavlʲɪvəjɪʂ
нажитый,nɐʐɨtɨj
выживаешь,vɨʐɨvajɪʂ
башмачниками,bɐʂmat͡ɕnʲɪkəmʲɪ
сотрясут,sətrʲɪsut
раздевалках,rəzʲdʲɪvaɫkəx
нащупавший,nɐɕːupəfʂɨj
розоватый,rəzɐvatɨj
перечёркиваем,pʲɪrʲɪt͡ɕɵrkʲɪvəjɪm
рассмотревший,rəsːmɐtrʲefʂɨj
гамелан,ɡəmʲɪɫan
соцсетями,sot͡sʲsʲɪtʲæmʲɪ
каскадёров,kəskɐdʲɵrəf
скинешь,skʲinʲɪʂ
лезгинки,lʲɪzɡʲinkʲɪ
разлагай,rəzɫɐɡaj
выделке,vɨdʲɪɫkʲe
приспешникам,prʲɪspʲeʂnʲɪkəm
провождаю,prəvɐʐdajʊ
бифштексов,bʲɪfʂtɛksəf
покупаешься,pəkʊpajɪʂsʲə
соглашаются,səɡɫɐʂajʊt͡sə
сотрясающийся,sətrʲɪsajʉɕːɪjsʲə
инопланетный,ɪnəpɫɐnʲetnɨj
матерщин,matʲɪrɕːɪn
вибрируй,vʲɪbrʲirʊj
россыпи,rosːɨpʲɪ
повторявший,pəftɐrʲafʂɨj
крупную,krupnʊjʊ
тливший,tlʲifʂɨj
конфликтам,kɐnflʲiktəm
грешков,ɡrʲɪʂkof
сотрясался,sətrʲɪsaɫs⁽ʲ⁾ə
сломался,sɫɐmaɫs⁽ʲ⁾ə
пудинг,pudʲɪnk
запатентовавши,zəpətʲɪntɐvafʂɨ
отчитывайся,ɐt͡ɕːitɨvəjsʲə
ворсах,vorsəx
китаистика,kʲɪtɐisʲtʲɪkə
пошаришь,pɐʂarʲɪʂ
активаторами,ɐktʲɪvatərəmʲɪ
мармеладе,mərmʲɪɫadʲe
сноровках,snɐrofkəx
включаем,fklʲʉt͡ɕæjɪm
доиграй,dəɪɡraj
школах,ʂkoɫəx
утащив,ʊtɐɕːif
имаем,ɪmajɪm
подмечая,pədmʲɪt͡ɕæjə
лондонце,ɫondənt͡sɨ
фигляра,fʲɪɡlʲarə
полагаться,pəɫɐɡat͡sːə
кобрам,kobrəm
свербела,svʲɪrbʲeɫə
страховщиком,strɐxofɕːɪkəm
перерастав,pʲɪrʲɪrɐstaf
клубимый,kɫʊbʲimɨj
проигравших,prəɪɡrafʂɨx
молельни,mɐlʲelʲnʲɪ
соприкосновениям,səprʲɪkəsnɐvʲenʲɪjəm
вчувствуешься,ft͡ɕustvʊjɪʂsʲə
посудам,pɐsudəm
лентяе,lʲɪnʲtʲæje
оснащаетесь,ɐsnɐɕːæjɪtʲɪsʲ
телецунами,tʲɪlʲɪt͡sʊnamʲɪ
сманеврировав,smənʲɪvrʲirəvəf
разворотом,rəzvɐrotəm
сапогом,səpɐɡom
глаукомах,ɡɫəʊkoməx
несогласиях,nʲɪsɐɡɫasʲɪjəx
выкурим,vɨkʊrʲɪm
победита,pəbʲɪdʲitə
рявкаешь,rʲafkəjɪʂ
слепили,s⁽ʲ⁾lʲɪpʲilʲɪ
читальнею,t͡ɕɪtalʲnʲɪjʊ
диет,dʲɪjet
мойщике,mojɕːɪkʲe
розницею,rozʲnʲɪt͡sɨjʊ
выгадали,vɨɡədəlʲɪ
совхозам,sɐfxozəm
кап,kap
поклёпами,pɐklʲɵpəmʲɪ
дотаскали,dətɐskalʲɪ
велюра,vʲɪlʲurə
нерешительности,nʲɪrʲɪʂɨtʲɪlʲnəsʲtʲɪ
медузой,mʲɪduzəj
вещанию,vʲɪɕːænʲɪjʊ
обдуривать,ɐbdurʲɪvətʲ
линей,lʲɪnʲej
темнокожий,tʲɪmnɐkoʐɨj
отравило,ɐtrɐvʲiɫə
обогащало,ɐbəɡɐɕːaɫə
насыпали,nɐsɨpəlʲɪ
матрац,mɐtrat͡s
предлагаем,prʲɪdɫɐɡajɪm
подкидываем,pɐtkʲidɨvəjɪm
протягиваемся,prɐtʲæɡʲɪvəjɪmsʲə
сокровище,sɐkrovʲɪɕːe
микроорганизмах,mʲikrɐɐrɡɐnʲizməx
судило,sʊdʲiɫə
освежителям,ɐsvʲɪʐɨtʲɪlʲəm
гвардиях,ɡvardʲɪjəx
госархиве,ɡosɐrxʲivʲe
бочках,bɐt͡ɕkax
боулингах,boʊlʲɪnɡəx
вкладки,fkɫatkʲɪ
прочтениям,prɐt͡ɕtʲenʲɪjəm
страданию,strɐdanʲɪjʊ
тучи,tut͡ɕɪ
тапир,tɐpʲir
покое,pɐkoje
мероприятий,mʲɪrəprʲɪjætʲɪj
тщетность,t͡ɕɕːetnəsʲtʲ
окинуть,ɐkʲinʊtʲ
различий,rɐz⁽ʲ⁾lʲit͡ɕɪj
вмети,vmʲɪtʲi
частному,t͡ɕasnəmʊ
знаючи,znajʉt͡ɕɪ
инструктажа,ɪnstrʊktaʐə
обменялись,ɐbmʲɪnʲælʲɪsʲ
дисплее,dʲɪspɫɛje
отечеств,ɐtʲet͡ɕɪstf
предубежденьями,prʲɪdʊbʲɪʐdʲenʲjəmʲɪ
любовании,lʲʊbɐvanʲɪɪ
бандформированием,bantfərmʲɪrɐvanʲɪjɪm
попьёт,pɐp⁽ʲ⁾jɵt
проползает,prəpɐɫzajɪt
разъедаете,rəzjɪdajɪtʲe
гидравликам,ɡʲɪdravlʲɪkəm
лапидарно,ɫəpʲɪdarnə
накопляемый,nəkɐplʲæjɪmɨj
тополя,təpɐlʲa
котлами,kɐtɫamʲɪ
предотвращение,prʲɪdətvrɐɕːenʲɪje
отразился,ɐtrɐzʲiɫs⁽ʲ⁾ə
сообщившись,sɐɐpɕːifʂɨsʲ
уехавши,ʊjexəfʂɨ
проходя,prəxɐdʲa
конкордате,kənkɐrdatʲe
халтуру,xɐɫturʊ
резанёшь,rʲɪzɐnʲɵʂ
ипотеки,ɪpɐtʲekʲɪ
активизируют,ɐktʲɪvʲɪzʲirʊjʊt
суживаетесь,suʐɨvəjɪtʲɪsʲ
прянешь,prʲænʲɪʂ
предприятии,prʲɪtprʲɪjætʲɪɪ
высаживалось,vɨsaʐɨvəɫəsʲ
изучимся,ɪzut͡ɕɪmsʲə
холеру,xɐlʲerʊ
полисиндетонах,polʲɪsʲindɨtənəx
руководишь,rʊkəvɐdʲiʂ
уволенный,ʊvolʲɪnːɨj
брызнула,brɨznʊɫə
зашифрую,zəʂɨfrujʊ
ламантинах,ɫəmɐnʲtʲinəx
утомить,ʊtɐmʲitʲ
материалистки,mətʲɪrʲɪɐlʲistkʲɪ
спору,sporʊ
одобряв,ɐdɐbrʲaf
обыскиваемый,ɐbɨskʲɪvəjɪmɨj
меценатами,mʲɪt͡sɨnatəmʲɪ
драпать,drapətʲ
обрывались,ɐbrɨvalʲɪsʲ
сановнику,sɐnovnʲɪkʊ
алчу,aɫt͡ɕʊ
утопите,ʊtɐpʲitʲe
туфы,tufɨ
полегавший,pəlʲɪɡafʂɨj
напряглось,nəprʲɪɡɫosʲ
свинцовый,svʲɪnt͡sovɨj
раскисала,rəskʲɪsaɫə
кремния,krʲemnʲɪjə
эксплуатациях,ɪkspɫʊɐtat͡sɨjəx
ласточкой,ɫastət͡ɕkəj
облупятся,ɐbɫupʲət͡sə
кашицей,kɐʂɨt͡sɨj
отстое,ɐt͡sstojə
вылазив,vɨɫəzʲɪf
классический,kɫɐsʲit͡ɕɪskʲɪj
адресуешь,ɐdrʲɪsujɪʂ
разработчика,rəzrɐbot͡ɕːɪkə
разветвляемый,rəzvʲɪtvlʲæjɪmɨj
руготне,rʊɡɐtʲnʲe
тамбуре,tɐmburʲe
конвоире,kənvɐirʲe
подстрекательствам,pət͡sstrʲɪkatʲɪlʲstvəm
досматривавший,dɐsmatrʲɪvəfʂɨj
учуйте,ʊt͡ɕʉjtʲe
пробой,prɐboj
богословия,bəɡɐsɫovʲɪjə
глухари,ɡɫʊxɐrʲi
залегание,zəlʲɪɡanʲɪje
хмыкну,xmɨknʊ
изгибаются,ɪzɡʲɪbajʊt͡sə
костивший,kɐsʲtʲifʂɨj
блёсткою,blʲɵstkəjʊ
вздулось,vzduɫəsʲ
походе,pɐxodʲe
пострадаем,pəstrɐdajɪm
саблей,sablʲɪj
люке,lʲʉkʲe
сцыт,st͡sɨt
галстуку,ɡaɫstʊkʊ
сосчитаться,səɕːɪtat͡sːə
щёлочка,ɕːɵɫət͡ɕkə
подстёгивающий,pɐt͡sʲsʲtʲɵɡʲɪvəjʉɕːɪj
стервятнику,sʲtʲɪrvʲætʲnʲɪkʊ
изобрело,ɪzəbrʲɪɫo
отучивало,ɐtut͡ɕɪvəɫə
видь,vʲitʲ
ложен,ɫoʐɨn
трескотни,trʲɪskɐtʲnʲi
придают,prʲɪdɐjut
вредонос,vrʲɪdɐnos
сонливостях,sɐnlʲivəsʲtʲəx
семечка,sʲemʲɪt͡ɕkə
отключав,ɐtklʲʉt͡ɕaf
рассеял,rɐsʲːejɪɫ
воспевавши,vəspʲɪvafʂɨ
запрашиваем,zɐpraʂɨvəjɪm
преданное,prʲedənːəjə
славянках,sɫɐvʲankəx
шумела,ʂʊmʲeɫə
вынесется,vɨnʲɪsʲɪt͡sə
этнографией,ɪtnɐɡrafʲɪjɪj
кадров,kadrəf
произносилось,prəɪznɐsʲiɫəsʲ
косивши,kɐsʲifʂɨ
продвигать,prədvʲɪɡatʲ
отражению,ɐtrɐʐɛnʲɪjʊ
обрывавши,ɐbrɨvafʂɨ
бердыша,bʲɪrdɨʂa
усталям,ustəlʲəm
облигациями,ɐblʲɪɡat͡sɨjəmʲɪ
выведение,vɨvʲɪdʲenʲɪje
недоверием,nʲɪdɐvʲerʲɪjɪm
упростить,ʊprɐsʲtʲitʲ
покажите,pəkɐʐɨtʲe
ломке,ɫomkʲe
кончали,kɐnʲt͡ɕælʲɪ
передаче,pʲɪrʲɪdat͡ɕe
замкнёшься,zɐmknʲɵʂsʲə
тюфяка,tʲʉfʲɪka
чертяками,t͡ɕɪrtʲakəmʲɪ
сталактита,stəɫɐktʲitə
дефисы,dʲɪfʲisɨ
фиджи,fʲid͡ʐʐɨ
гидрокостюм,ɡʲidrəkɐsʲtʲum
сертификация,sʲɪrtʲɪfʲɪkat͡sɨjə
оппозиционер,ɐpəzʲɪt͡sɨɐnʲer
яблочку,jabɫət͡ɕkʊ
прислоняли,prʲɪsɫɐnʲælʲɪ
доставивши,dɐstavʲɪfʂɨ
килты,kʲiɫtɨ
заменять,zəmʲɪnʲætʲ
гололёдах,ɡəɫɐlʲɵdəx
обеспеченностях,ɐbʲɪspʲet͡ɕɪnːəsʲtʲəx
нашивкою,nɐʂɨfkəjʊ
погулявший,pəɡʊlʲafʂɨj
надстраивать,nɐt͡straɪvətʲ
металле,mʲɪtalʲe
обманщика,ɐbmanʲɕːɪkə
наряжаемый,nərʲɪʐajɪmɨj
разминало,rəzmʲɪnaɫə
скопирую,skɐpʲirʊjʊ
перебрал,pʲɪrʲɪbraɫ
ростовщицею,rəstɐfɕːit͡sɨjʊ
обнародовавши,ɐbnɐrodəvəfʂɨ
переборщи,pʲɪrʲɪbɐrɕːi
пожертвуешь,pɐʐɛrtvʊjɪʂ
подштанниках,pɐt͡ʂʂtanʲːɪkəx
ремиксом,rʲɪmʲiksəm
сувениром,sʊvʲɪnʲirəm
эскадру,ɪskadrʊ
заносим,zɐnosʲɪm
обзатыливали,ɐbzɐtɨlʲɪvəlʲɪ
ссужайте,sːʊʐajtʲe
гневя,ɡnʲɪvʲa
обвораживанный,ɐbvɐraʐɨvənːɨj
рукополагают,rʊkəpəɫɐɡajʊt
ассамблеями,ɐsɐmblʲejəmʲɪ
запоём,zəpɐjɵm
аркадий,ɐrkadʲɪj
обогреваете,ɐbəɡrʲɪvajɪtʲe
петровский,pʲɪtrofskʲɪj
причитываешь,prʲɪt͡ɕitɨvəjɪʂ
катящийся,kɐtʲæɕːɪjsʲə
беснуется,bʲɪsnujɪt͡sə
альтернативу,ɐlʲtɨrnɐtʲivʊ
воспринимала,vəsprʲɪnʲɪmaɫə
дяденьке,dʲædʲɪnʲkʲe
энцефалитами,ɪnt͡sɨfɐlʲitəmʲɪ
гортань,ɡɐrtanʲ
спрингеров,sprʲinɡʲɪrəf
незнакома,nʲɪznɐkomə
идентификацией,ɪdɨnʲtʲɪfʲɪkat͡sɨjɪj
смущусь,smʊɕːʉsʲ
пурист,pʊrʲist
чоху,t͡ɕɵxʊ
фапаем,fapəjɪm
прилагаясь,prʲɪɫɐɡajɪsʲ
руководствуетесь,rʊkɐvot͡stvʊjɪtʲɪsʲ
сбором,zborəm
арендовало,ɐrʲɪndɐvaɫə
мудрецу,mʊdrʲɪt͡su
подводу,pɐdvodʊ
пощёлканный,pɐɕːɵɫkənːɨj
прокрутил,prəkrʊtʲiɫ
отчислите,ɐt͡ɕːis⁽ʲ⁾lʲɪtʲe
сереет,sʲɪrʲejɪt
старомодны,stərɐmodnɨ
поведовавший,pɐvʲedəvəfʂɨj
окровавишь,ɐkrɐvavʲɪʂ
личностей,lʲit͡ɕnəsʲtʲɪj
обступят,ɐpstupʲət
опоссум,ɐposʊm
розгах,rozɡəx
целый,t͡sɛɫɨj
освобождённого,ɐsvəbɐʐdʲɵnːəvə
заговаривайся,zəɡɐvarʲɪvəjsʲə
дактиль,daktʲɪlʲ
стащило,stɐɕːiɫə
предшественники,prʲɪt͡ʂʂɛstvʲɪnʲːɪkʲɪ
забрезживши,zɐbrʲeʑːɪfʂɨ
эскадрон,ɪskɐdron
радиоприёмникам,radʲɪəprʲɪjɵmnʲɪkəm
алалыкая,ɐɫɐɫɨkəjə
хачкарах,xɐt͡ɕkarəx
грамотности,ɡramətnəsʲtʲɪ
порывавший,pərɨvafʂɨj
сопротивлявшийся,səprətʲɪvlʲafʂɨjsʲə
кузница,kuzʲnʲɪt͡sə
финалам,fʲɪnaɫəm
мигали,mʲɪɡalʲɪ
ожесточении,ɐʐɨstɐt͡ɕenʲɪɪ
сопрягал,səprʲɪɡaɫ
удалять,ʊdɐlʲætʲ
фарами,farəmʲɪ
автогенам,ɐftɐɡʲenəm
пронзи,prɐn⁽ʲ⁾zʲi
оспоришь,ɐsporʲɪʂ
согнувши,sɐɡnufʂɨ
полесьях,pɐlʲesʲjəx
пророкам,prɐrokəm
перегружай,pʲɪrʲɪɡrʊʐaj
инициализируешь,ɪnʲɪt͡sɨəlʲɪzʲirʊjɪʂ
осеняйте,ɐsʲɪnʲæjtʲe
пересылаемый,pʲɪrʲɪsɨɫajɪmɨj
тюринге,tʲʉrʲinɡʲe
отъевший,ɐtjefʂɨj
цээрушникам,t͡sɨɪruʂnʲɪkəm
пожертвовавши,pɐʐɛrtvəvəfʂɨ
отступление,ɐt͡sstʊplʲenʲɪje
омбудсмен,ombʊt͡smʲɪn
удмуртов,ʊdmurtəf
пакуя,pɐkujə
нагрузками,nɐɡruskəmʲɪ
вздрогнувши,vzdroɡnʊfʂɨ
поспим,pɐspʲim
алжирец,ɐɫʐɨrʲɪt͡s
попишешь,pɐpʲiʂɨʂ
нищеброд,nʲɪɕːɪbrot
ягуарах,jɪɡʊarəx
ламбадою,ɫɐmbadəjʊ
насыщавшись,nəsɨɕːafʂɨsʲ
гранту,ɡrantʊ
крепнешь,krʲepnʲɪʂ
пирамидою,pʲɪrɐmʲidəjʊ
нырнёт,nɨrnʲɵt
благословляли,bɫəɡəsɫɐvlʲælʲɪ
затрём,zɐtrʲɵm
перелезаем,pʲɪrʲɪlʲɪzajɪm
сплачивав,spɫat͡ɕɪvəf
востребованием,vɐstrʲebəvənʲɪjɪm
уставав,ʊstɐvaf
ростехнадзор,rostʲexnɐd͡zzor
штурману,ʂturmənʊ
отбегаете,ɐdbʲeɡəjɪtʲe
модемов,mɐdɛməf
восседать,vəsʲːɪdatʲ
погрязают,pəɡrʲɪzajʊt
зевах,zʲevəx
декорациям,dʲɪkɐrat͡sɨjəm
владимиров,vɫɐdʲimʲɪrəf
оруженосцами,ɐrʊʐɨnost͡səmʲɪ
быстровозводимый,bɨstrəvəzvɐdʲimɨj
адд,adɛdɛ
профициты,prəfʲɪt͡sɨtɨ
прожжём,prɐʑːɵm
локшам,ɫokʂəm
радиопередатчиках,radʲɪəpʲɪrʲɪdat͡ɕːɪkəx
гайку,ɡajkʊ
перевернуло,pʲɪrʲɪvʲɪrnuɫə
ангиомами,ɐnɡʲɪoməmʲɪ
юри,jʉrʲɪ
каскетов,kɐskʲetəf
вынося,vɨnɐsʲa
вытоптанный,vɨtəptənːɨj
пролёживав,prɐlʲɵʐɨvəf
протискивал,prɐtʲiskʲɪvəɫ
казнила,kɐzʲnʲiɫə
откосом,ɐtkosəm
сторонитесь,stərɐnʲitʲɪsʲ
удовлетворяемый,ʊdəvlʲɪtvɐrʲæjɪmɨj
нагромождала,nəɡrəmɐʐdaɫə
снеговиках,sʲnʲɪɡəvʲɪkax
сабинянин,sɐbʲinʲɪnʲɪn
зажаривайтесь,zɐʐarʲɪvəjtʲɪsʲ
балериною,bəlʲɪrʲinəjʊ
электрофорезы,ɪlʲektrəfɐrɛzɨ
аэрозолям,ɐɪrɐzolʲəm
выискиваю,vɨiskʲɪvəjʊ
балыков,bəɫɨkof
откати,ɐtkɐtʲi
удовольствовавшись,ʊdɐvolʲstvəvəfʂɨsʲ
огнетушителей,ɐɡnʲɪtʊʂɨtʲɪlʲɪj
кошёлки,kɐʂoɫkʲɪ
остолопами,ɐstɐɫopəmʲɪ
нунациях,nʊnat͡sɨjəx
опутывает,ɐputɨvəjɪt
помилуете,pɐmʲiɫʊjɪtʲe
привоз,prʲɪvos
наломает,nəɫɐmajɪt
вертишейке,vʲɪrtʲɪʂɛjkʲe
тлея,tlʲejə
уймёмся,ʊjmʲɵmsʲə
скрещу,skrʲɪɕːu
нотный,notnɨj
аг,ak
ухитряется,ʊxʲɪtrʲæjɪt͡sə
тропарях,trəpɐrʲax
июле,ɪjʉlʲe
получили,pəɫʊt͡ɕilʲɪ
клиник,klʲinʲɪk
неправды,nʲɪpravdɨ
колыхнуло,kəɫɨxnuɫə
безотцовщинах,bʲɪzɐt͡sːofɕːɪnəx
растливши,rɐs⁽ʲ⁾lʲifʂɨ
притыкаю,prʲɪtɨkajʊ
утверждаемся,ʊtvʲɪrʐdajɪmsʲə
импрессионист,ɪmprʲɪsʲːɪɐnʲist
стоматологи,stəmɐtoɫəɡʲɪ
оснащающийся,ɐsnɐɕːæjʉɕːɪjsʲə
йотирующий,jɪtʲirʊjʉɕːɪj
назареянином,nəzɐrʲejɪnʲɪnəm
обелиски,ɐbʲɪlʲiskʲɪ
ступицу,stʊpʲit͡sʊ
поддел,pɐdʲːeɫ
экономиях,ɪkɐnomʲɪjəx
пластмассами,pɫɐstmasːəmʲɪ
рукоположение,rʊkəpəɫɐʐɛnʲɪje
флиртующий,flʲɪrtujʉɕːɪj
приготовляемый,prʲɪɡətɐvlʲæjɪmɨj
клюками,klʲʊkamʲɪ
ремонтирующий,rʲɪmɐnʲtʲirʊjʉɕːɪj
зверей,zvʲɪrʲej
наскребите,nəskrʲɪbʲitʲe
сущих,suɕːɪx
высвечиваем,vɨsvʲet͡ɕɪvəjɪm
слепец,s⁽ʲ⁾lʲɪpʲet͡s
стучавшийся,stʊt͡ɕafʂɨjsʲə
кил,kʲiɫ
сейсмологиями,sʲɪjsmɐɫoɡʲɪjəmʲɪ
гожу,ɡɐʐu
пермякам,pʲɪrmʲɪkam
обмеряю,ɐbmʲɪrʲæjʊ
мгновении,mɡnɐvʲenʲɪɪ
децибелам,dɨt͡sɨbʲeɫəm
примирения,prʲɪmʲɪrʲenʲɪjə
выбреет,vɨbrʲɪjɪt
насаживаешь,nɐsaʐɨvəjɪʂ
гадиною,ɡadʲɪnəjʊ
соболезнуют,səbɐlʲeznʊjʊt
недотёпою,nʲɪdɐtʲɵpəjʊ
отшутишься,ɐt͡ʂʂutʲɪʂsʲə
стучим,stʊt͡ɕim
тестировщиками,tɨsʲtʲɪrofɕːɪkəmʲɪ
пошатнись,pəʂɐtʲnʲisʲ
выстрелишь,vɨstrʲɪlʲɪʂ
мышата,mɨʂatə
начитывайтесь,nɐt͡ɕitɨvəjtʲɪsʲ
воздействовавши,vɐzʲdʲejstvəvəfʂɨ
клейме,klʲɪjmʲe
распускай,rəspʊskaj
мороженый,mɐroʐɨnɨj
раскинутый,rɐskʲinʊtɨj
сплетём,splʲɪtʲɵm
увенчаемся,ʊvʲɪnʲt͡ɕæjɪmsʲə
киевская,kʲijɪfskəjə
примелькаетесь,prʲɪmʲɪlʲkajɪtʲɪsʲ
почли,pɐt͡ɕlʲi
отмираешь,ɐtmʲɪrajɪʂ
распознавали,rəspəznɐvalʲɪ
ржавея,rʐavʲɪjə
испаряющий,ɪspɐrʲæjʉɕːɪj
откровений,ɐtkrɐvʲenʲɪj
насвистав,nəsvʲɪstaf
конторкою,kɐntorkəjʊ
грабежа,ɡrəbʲɪʐa
кинозвёзд,kʲɪnɐzvʲɵst
расплетём,rəsplʲɪtʲɵm
ярме,jɪrmʲe
сторонившийся,stərɐnʲifʂɨjsʲə
вырезывавши,vɨrʲezɨvəfʂɨ
нормативам,nərmɐtʲivəm
поговорит,pəɡəvɐrʲit
подсказанный,pɐt͡sskazənːɨj
стыв,stɨf
пушистых,pʊʂɨstɨx
отторгав,ɐtːɐrɡaf
народишки,nɐrodʲɪʂkʲɪ
березнякам,bʲɪrʲɪzʲnʲɪkam
призах,prʲɪzax
ветоши,vʲetəʂɨ
донья,donʲjə
абсорбируем,ɐpsɐrbʲirʊjɪm
помпе,pom⁽ʲ⁾pʲe
украшали,ʊkrɐʂalʲɪ
соске,soskʲe
перетяните,pʲɪrʲɪtʲɪnʲitʲe
стегать,sʲtʲɪɡatʲ
обволакивал,ɐbvɐɫakʲɪvəɫ
наличниками,nɐlʲit͡ɕnʲɪkəmʲɪ
раздвоению,rəzdvɐjenʲɪjʊ
трубочистами,trʊbɐt͡ɕistəmʲɪ
